invoice_id,invoice_date,invoice_time,city,product_line_name,customer_type,gender,payment_method,quantity,unit_price,total_amount,gross_income,rating
549-03-9315,2019-02-12,12:58:00,Mandalay,Fashion accessories,Normal,Male,Ewallet,8,94.87,796.91,37.95,8.7
790-29-1172,2019-03-10,18:59:00,Mandalay,Food and beverages,Normal,Female,Credit card,3,57.34,180.62,8.6,7.9
239-36-3640,2019-01-31,13:44:00,Mandalay,Electronic accessories,Normal,Male,Ewallet,6,45.35,285.71,13.61,6.1
468-01-2051,2019-03-06,13:46:00,Mandalay,Food and beverages,Normal,Male,Ewallet,7,62.08,456.29,21.73,5.4
389-25-3394,2019-02-17,18:06:00,Naypyitaw,Electronic accessories,Normal,Male,Cash,5,11.81,62.0,2.95,9.4
279-62-1445,2019-02-21,12:38:00,Naypyitaw,Fashion accessories,Member,Female,Cash,1,12.54,13.17,0.63,8.2
213-72-6612,2019-03-20,15:56:00,Yangon,Food and beverages,Normal,Male,Cash,2,43.25,90.83,4.33,6.2
746-68-6593,2019-01-11,14:29:00,Naypyitaw,Sports and travel,Member,Female,Credit card,2,87.16,183.04,8.72,9.7
836-82-5858,2019-01-26,19:14:00,Mandalay,Health and beauty,Member,Male,Ewallet,9,69.37,655.55,31.22,4.0
583-72-1480,2019-01-31,16:24:00,Naypyitaw,Electronic accessories,Member,Male,Ewallet,4,37.06,155.65,7.41,9.7
466-61-5506,2019-02-26,10:52:00,Mandalay,Electronic accessories,Member,Female,Cash,6,90.7,571.41,27.21,5.3
721-86-6247,2019-03-11,12:55:00,Yangon,Home and lifestyle,Normal,Female,Ewallet,8,63.42,532.73,25.37,7.4
289-65-5721,2019-01-26,19:28:00,Mandalay,Fashion accessories,Normal,Female,Cash,2,81.37,170.88,8.14,6.5
545-46-3100,2019-03-12,13:52:00,Mandalay,Electronic accessories,Member,Female,Credit card,3,10.59,33.36,1.59,8.7
418-02-5978,2019-02-11,10:54:00,Mandalay,Health and beauty,Normal,Female,Cash,9,84.09,794.65,37.84,8.0
269-04-5750,2019-02-21,18:31:00,Mandalay,Fashion accessories,Member,Male,Cash,4,73.82,310.04,14.76,6.7
157-13-5295,2019-03-09,18:24:00,Yangon,Health and beauty,Member,Male,Ewallet,10,51.94,545.37,25.97,6.5
645-78-8093,2019-01-20,18:09:00,Yangon,Sports and travel,Normal,Female,Ewallet,2,93.14,195.59,9.31,4.1
211-30-9270,2019-01-28,15:16:00,Naypyitaw,Health and beauty,Normal,Male,Credit card,5,17.41,91.4,4.35,4.9
755-12-3214,2019-03-05,17:07:00,Naypyitaw,Fashion accessories,Member,Female,Credit card,5,44.22,232.16,11.06,8.6
346-84-3103,2019-03-02,19:26:00,Mandalay,Electronic accessories,Member,Female,Cash,5,13.22,69.41,3.31,4.3
478-06-7835,2019-01-11,11:20:00,Yangon,Fashion accessories,Normal,Male,Ewallet,1,89.69,94.17,4.48,4.9
540-11-4336,2019-01-11,16:49:00,Yangon,Food and beverages,Normal,Male,Credit card,9,24.94,235.68,11.22,5.6
448-81-5016,2019-03-11,12:01:00,Yangon,Health and beauty,Normal,Male,Credit card,2,59.77,125.52,5.98,5.8
142-72-4741,2019-02-28,18:37:00,Naypyitaw,Fashion accessories,Member,Male,Credit card,2,93.2,195.72,9.32,6.0
217-58-1179,2019-01-05,11:25:00,Yangon,Home and lifestyle,Member,Male,Cash,4,62.65,263.13,12.53,4.2
376-02-8238,2019-02-02,18:42:00,Mandalay,Home and lifestyle,Normal,Male,Credit card,8,93.87,788.51,37.55,8.3
530-90-9855,2019-01-01,14:47:00,Yangon,Home and lifestyle,Member,Male,Cash,8,47.59,399.76,19.04,5.7
866-05-7563,2019-02-09,19:43:00,Mandalay,Electronic accessories,Member,Female,Cash,3,81.4,256.41,12.21,4.8
604-70-6476,2019-01-23,14:04:00,Yangon,Fashion accessories,Member,Male,Ewallet,5,17.94,94.19,4.49,6.8
799-71-1548,2019-01-07,16:11:00,Yangon,Electronic accessories,Member,Male,Credit card,4,77.72,326.42,15.54,8.8
785-13-7708,2019-01-14,19:06:00,Mandalay,Food and beverages,Normal,Male,Credit card,7,73.06,536.99,25.57,4.2
845-51-0542,2019-02-02,15:34:00,Mandalay,Food and beverages,Member,Male,Ewallet,9,46.55,439.9,20.95,6.4
662-47-5456,2019-03-17,19:06:00,Naypyitaw,Fashion accessories,Member,Male,Credit card,10,35.19,369.5,17.6,8.4
883-17-4236,2019-03-02,19:44:00,Naypyitaw,Sports and travel,Normal,Female,Credit card,2,14.39,30.22,1.44,7.2
290-68-2984,2019-03-16,11:22:00,Yangon,Home and lifestyle,Normal,Male,Cash,4,23.75,99.75,4.75,5.2
704-11-6354,2019-01-06,11:23:00,Yangon,Home and lifestyle,Member,Male,Cash,8,58.9,494.76,23.56,8.9
110-48-7033,2019-01-29,14:12:00,Mandalay,Fashion accessories,Member,Male,Cash,4,32.62,137.0,6.52,9.0
366-93-0948,2019-01-31,10:46:00,Yangon,Electronic accessories,Member,Male,Credit card,1,66.35,69.67,3.32,9.7
729-09-9681,2019-02-05,10:16:00,Yangon,Home and lifestyle,Member,Male,Ewallet,6,25.91,163.23,7.77,8.7
151-16-1484,2019-02-13,12:38:00,Yangon,Electronic accessories,Member,Male,Ewallet,4,32.25,135.45,6.45,6.5
380-94-4661,2019-02-07,13:05:00,Naypyitaw,Electronic accessories,Member,Male,Credit card,4,65.94,276.95,13.19,6.9
850-41-9669,2019-03-19,13:25:00,Yangon,Electronic accessories,Normal,Female,Ewallet,9,75.06,709.32,33.78,6.2
821-07-3596,2019-03-07,14:53:00,Naypyitaw,Fashion accessories,Normal,Female,Ewallet,4,16.45,69.09,3.29,5.6
655-85-5130,2019-03-13,19:22:00,Mandalay,Fashion accessories,Member,Female,Cash,4,38.3,160.86,7.66,5.7
447-15-7839,2019-02-09,11:00:00,Yangon,Sports and travel,Member,Female,Cash,10,22.24,233.52,11.12,4.2
154-74-7179,2019-02-26,19:24:00,Mandalay,Sports and travel,Normal,Male,Ewallet,1,54.45,57.17,2.72,7.9
253-12-6086,2019-03-12,12:43:00,Yangon,Sports and travel,Member,Female,Credit card,7,98.4,723.24,34.44,8.7
808-65-0703,2019-03-14,17:22:00,Naypyitaw,Home and lifestyle,Normal,Male,Credit card,4,35.47,148.97,7.09,6.9
571-94-0759,2019-01-08,20:55:00,Mandalay,Food and beverages,Member,Female,Cash,10,74.6,783.3,37.3,9.5
144-51-6085,2019-01-05,16:05:00,Yangon,Home and lifestyle,Member,Male,Credit card,4,70.74,297.11,14.15,4.4
731-14-2199,2019-01-04,13:34:00,Yangon,Home and lifestyle,Member,Female,Ewallet,10,35.54,373.17,17.77,7.0
783-09-1637,2019-03-06,18:13:00,Mandalay,Sports and travel,Normal,Female,Ewallet,5,67.43,354.01,16.86,6.3
687-15-1097,2019-01-03,19:17:00,Naypyitaw,Health and beauty,Member,Female,Cash,2,21.12,44.35,2.11,9.7
126-54-1082,2019-01-07,11:44:00,Yangon,Home and lifestyle,Member,Female,Credit card,9,21.54,203.55,9.69,8.8
633-91-1052,2019-01-27,15:51:00,Yangon,Home and lifestyle,Normal,Female,Cash,2,12.03,25.26,1.2,5.1
477-24-6490,2019-02-26,16:52:00,Mandalay,Health and beauty,Normal,Female,Ewallet,6,99.71,628.17,29.91,7.9
566-19-5475,2019-01-07,20:52:00,Mandalay,Fashion accessories,Normal,Male,Cash,7,47.97,352.58,16.79,6.2
526-86-8552,2019-01-07,17:36:00,Naypyitaw,Home and lifestyle,Member,Female,Cash,10,21.82,229.11,10.91,7.1
376-56-3573,2019-02-02,13:23:00,Naypyitaw,Fashion accessories,Normal,Female,Ewallet,4,95.42,400.76,19.08,6.4
537-72-0426,2019-03-20,16:28:00,Naypyitaw,Fashion accessories,Member,Male,Cash,10,70.99,745.4,35.5,5.7
828-61-5674,2019-03-20,19:57:00,Yangon,Sports and travel,Member,Male,Credit card,10,44.02,462.21,22.01,9.6
136-08-6195,2019-02-15,17:01:00,Yangon,Home and lifestyle,Normal,Female,Credit card,8,69.96,587.66,27.98,6.4
523-38-0215,2019-03-06,13:29:00,Naypyitaw,Home and lifestyle,Normal,Male,Credit card,1,37.0,38.85,1.85,7.9
490-29-1201,2019-01-06,11:09:00,Yangon,Sports and travel,Normal,Female,Cash,1,15.34,16.11,0.77,6.5
667-92-0055,2019-03-04,15:02:00,Yangon,Health and beauty,Member,Male,Ewallet,6,99.83,628.93,29.95,8.5
565-17-3836,2019-03-12,14:21:00,Yangon,Health and beauty,Member,Female,Cash,4,47.67,200.21,9.53,9.1
498-41-1961,2019-02-20,18:01:00,Mandalay,Health and beauty,Normal,Male,Cash,5,66.68,350.07,16.67,7.6
593-95-4461,2019-03-24,14:49:00,Naypyitaw,Home and lifestyle,Member,Male,Cash,1,74.86,78.6,3.74,6.9
226-71-3580,2019-01-31,12:02:00,Naypyitaw,Sports and travel,Normal,Female,Cash,9,23.75,224.44,10.69,9.5
283-79-9594,2019-01-25,13:30:00,Mandalay,Food and beverages,Normal,Female,Credit card,7,48.51,356.55,16.98,5.2
430-60-3493,2019-02-03,14:38:00,Yangon,Home and lifestyle,Member,Female,Cash,7,94.88,697.37,33.21,4.2
139-20-0155,2019-01-24,17:37:00,Mandalay,Electronic accessories,Member,Male,Credit card,10,40.3,423.15,20.15,7.0
558-80-4082,2019-03-14,17:20:00,Naypyitaw,Electronic accessories,Normal,Male,Ewallet,7,27.85,204.7,9.75,6.0
278-97-7759,2019-02-18,20:29:00,Yangon,Electronic accessories,Member,Female,Cash,1,62.48,65.6,3.12,4.7
316-68-6352,2019-01-21,10:00:00,Yangon,Food and beverages,Member,Female,Cash,2,36.36,76.36,3.64,7.1
585-03-5943,2019-03-13,11:46:00,Mandalay,Health and beauty,Normal,Male,Ewallet,10,18.11,190.16,9.06,5.9
211-05-0490,2019-03-03,13:42:00,Naypyitaw,Electronic accessories,Member,Female,Cash,5,51.92,272.58,12.98,7.5
727-75-6477,2019-03-29,14:44:00,Naypyitaw,Electronic accessories,Normal,Male,Cash,4,28.84,121.13,5.77,6.4
744-02-5987,2019-01-10,14:16:00,Yangon,Home and lifestyle,Member,Male,Ewallet,6,78.38,493.79,23.51,5.8
307-83-9164,2019-01-25,15:54:00,Yangon,Home and lifestyle,Member,Male,Cash,4,60.01,252.04,12.0,4.5
779-06-0012,2019-01-19,10:21:00,Naypyitaw,Home and lifestyle,Member,Female,Cash,1,88.61,93.04,4.43,7.7
446-47-6729,2019-01-02,18:09:00,Naypyitaw,Fashion accessories,Normal,Male,Credit card,2,99.82,209.62,9.98,6.7
573-10-3877,2019-03-12,16:46:00,Mandalay,Health and beauty,Member,Male,Credit card,1,39.01,40.96,1.95,4.7
735-06-4124,2019-02-25,15:31:00,Naypyitaw,Food and beverages,Normal,Male,Cash,1,48.61,51.04,2.43,4.4
439-54-7422,2019-03-18,17:15:00,Yangon,Electronic accessories,Normal,Female,Credit card,4,51.19,215.0,10.24,4.7
396-90-2219,2019-02-23,12:29:00,Mandalay,Electronic accessories,Normal,Female,Cash,8,14.96,125.66,5.98,8.6
411-77-0180,2019-03-26,20:14:00,Yangon,Electronic accessories,Member,Male,Ewallet,7,72.2,530.67,25.27,4.3
286-01-5402,2019-03-30,13:22:00,Yangon,Sports and travel,Normal,Female,Cash,7,40.23,295.69,14.08,9.6
803-17-8013,2019-02-17,17:09:00,Yangon,Home and lifestyle,Member,Female,Cash,8,88.79,745.84,35.52,4.1
512-98-1403,2019-03-21,10:40:00,Yangon,Electronic accessories,Member,Female,Ewallet,3,26.48,83.41,3.97,4.7
848-42-2560,2019-03-05,17:43:00,Yangon,Fashion accessories,Normal,Female,Cash,2,81.91,172.01,8.19,7.8
532-59-7201,2019-01-31,14:04:00,Mandalay,Sports and travel,Member,Male,Cash,6,79.93,503.56,23.98,5.5
181-94-6432,2019-02-05,19:05:00,Naypyitaw,Fashion accessories,Member,Male,Ewallet,2,69.33,145.59,6.93,9.7
870-76-1733,2019-02-01,10:08:00,Yangon,Food and beverages,Member,Female,Credit card,5,14.23,74.71,3.56,4.4
423-64-4619,2019-03-07,13:12:00,Yangon,Health and beauty,Member,Female,Cash,9,15.55,146.95,7.0,5.0
227-07-4446,2019-02-10,20:51:00,Naypyitaw,Electronic accessories,Member,Female,Cash,10,78.13,820.37,39.07,4.4
174-36-3675,2019-02-14,17:29:00,Naypyitaw,Food and beverages,Member,Male,Cash,2,99.37,208.68,9.94,5.2
428-83-5800,2019-02-09,10:25:00,Naypyitaw,Food and beverages,Member,Female,Cash,3,21.08,66.4,3.16,7.3
603-07-0961,2019-01-10,11:34:00,Naypyitaw,Electronic accessories,Member,Male,Cash,5,74.79,392.65,18.7,4.9
704-20-4138,2019-03-11,18:58:00,Naypyitaw,Health and beauty,Member,Female,Credit card,7,29.67,218.07,10.38,8.1
787-15-1757,2019-02-18,16:28:00,Naypyitaw,Health and beauty,Member,Male,Ewallet,4,44.07,185.09,8.81,8.4
649-11-3678,2019-02-26,20:26:00,Naypyitaw,Food and beverages,Normal,Female,Cash,9,22.93,216.69,10.32,5.5
622-20-1945,2019-01-18,15:08:00,Naypyitaw,Health and beauty,Normal,Female,Cash,1,39.42,41.39,1.97,8.4
372-94-8041,2019-02-15,18:03:00,Yangon,Health and beauty,Normal,Male,Ewallet,6,15.26,96.14,4.58,9.8
563-91-7120,2019-03-08,13:21:00,Yangon,Fashion accessories,Normal,Female,Cash,5,61.77,324.29,15.44,6.7
746-54-5508,2019-01-17,12:48:00,Yangon,Home and lifestyle,Normal,Male,Credit card,6,21.52,135.58,6.46,9.4
276-54-0879,2019-03-12,19:53:00,Mandalay,Sports and travel,Normal,Male,Ewallet,4,97.74,410.51,19.55,6.4
815-11-1168,2019-03-09,19:09:00,Yangon,Food and beverages,Member,Male,Cash,5,99.78,523.85,24.95,5.4
719-76-3868,2019-03-12,16:30:00,Naypyitaw,Food and beverages,Member,Male,Cash,4,94.26,395.89,18.85,8.6
730-61-8757,2019-01-25,10:11:00,Mandalay,Health and beauty,Member,Male,Credit card,4,51.13,214.75,10.23,4.0
340-66-0321,2019-03-25,13:07:00,Yangon,Electronic accessories,Member,Male,Cash,4,36.36,152.71,7.27,7.6
868-81-1752,2019-02-07,18:48:00,Mandalay,Home and lifestyle,Normal,Male,Cash,9,22.02,208.09,9.91,6.8
634-97-8956,2019-02-17,17:27:00,Yangon,Food and beverages,Normal,Male,Credit card,3,32.9,103.64,4.94,9.1
566-71-1091,2019-02-03,15:59:00,Yangon,Fashion accessories,Normal,Male,Cash,5,77.02,404.36,19.26,5.5
442-48-3607,2019-03-14,11:21:00,Yangon,Food and beverages,Member,Male,Credit card,2,23.48,49.31,2.35,7.9
835-16-0096,2019-03-24,13:48:00,Naypyitaw,Sports and travel,Member,Male,Ewallet,5,14.7,77.18,3.68,8.5
527-09-6272,2019-03-21,10:17:00,Yangon,Electronic accessories,Member,Female,Credit card,5,28.45,149.36,7.11,9.1
898-04-2717,2019-03-19,15:49:00,Yangon,Fashion accessories,Normal,Male,Ewallet,9,76.4,721.98,34.38,7.5
692-27-8933,2019-02-24,13:02:00,Mandalay,Sports and travel,Normal,Female,Cash,6,57.95,365.09,17.39,5.2
633-09-3463,2019-03-28,12:58:00,Naypyitaw,Electronic accessories,Normal,Female,Credit card,3,47.65,150.1,7.15,9.5
374-17-3652,2019-02-05,15:26:00,Mandalay,Food and beverages,Member,Female,Credit card,9,42.82,404.65,19.27,8.9
378-07-7001,2019-02-10,18:23:00,Mandalay,Electronic accessories,Member,Male,Credit card,3,48.09,151.48,7.21,7.8
433-75-6987,2019-03-05,19:06:00,Mandalay,Health and beauty,Member,Female,Ewallet,7,55.97,411.38,19.59,8.9
873-95-4984,2019-02-15,20:21:00,Mandalay,Health and beauty,Member,Female,Cash,7,76.9,565.22,26.92,7.7
416-13-5917,2019-01-30,16:24:00,Naypyitaw,Food and beverages,Normal,Female,Ewallet,5,97.03,509.41,24.26,9.3
150-89-8043,2019-02-14,15:04:00,Yangon,Sports and travel,Normal,Male,Cash,3,44.65,140.65,6.7,6.2
135-84-8019,2019-02-27,16:10:00,Yangon,Fashion accessories,Normal,Female,Ewallet,9,77.93,736.44,35.07,7.6
441-94-7118,2019-02-04,12:14:00,Yangon,Electronic accessories,Member,Male,Cash,1,71.95,75.55,3.6,7.3
725-96-3778,2019-01-20,10:13:00,Naypyitaw,Home and lifestyle,Member,Female,Cash,8,89.25,749.7,35.7,4.7
531-80-1784,2019-03-28,17:38:00,Yangon,Electronic accessories,Normal,Male,Cash,7,26.02,191.25,9.11,5.1
400-45-1220,2019-02-27,11:06:00,Mandalay,Health and beauty,Normal,Female,Credit card,10,13.5,141.75,6.75,4.8
860-79-0874,2019-02-15,14:53:00,Naypyitaw,Fashion accessories,Member,Female,Credit card,10,99.3,1042.65,49.65,6.6
834-61-8124,2019-01-26,18:22:00,Yangon,Electronic accessories,Normal,Male,Cash,7,51.69,379.92,18.09,5.5
115-99-4379,2019-03-14,19:02:00,Mandalay,Fashion accessories,Member,Female,Credit card,7,54.73,402.27,19.16,8.5
565-67-6697,2019-03-02,14:16:00,Mandalay,Home and lifestyle,Member,Male,Cash,9,27.0,255.15,12.15,4.8
320-49-6392,2019-03-04,15:44:00,Naypyitaw,Electronic accessories,Normal,Female,Cash,1,30.24,31.75,1.51,8.4
889-04-9723,2019-01-07,12:20:00,Mandalay,Food and beverages,Member,Female,Credit card,4,89.14,374.39,17.83,7.8
632-90-0281,2019-03-08,20:01:00,Naypyitaw,Fashion accessories,Normal,Female,Credit card,10,37.55,394.28,18.78,9.3
554-42-2417,2019-01-09,13:45:00,Naypyitaw,Sports and travel,Normal,Female,Cash,10,95.44,1002.12,47.72,5.2
453-63-6187,2019-03-01,15:40:00,Mandalay,Electronic accessories,Normal,Male,Ewallet,3,27.5,86.63,4.13,6.5
578-80-7669,2019-03-16,16:58:00,Mandalay,Sports and travel,Normal,Male,Cash,1,74.97,78.72,3.75,5.6
612-36-5536,2019-02-17,11:12:00,Yangon,Food and beverages,Member,Male,Credit card,8,80.96,680.06,32.38,7.4
605-72-4132,2019-02-27,15:12:00,Naypyitaw,Food and beverages,Normal,Female,Cash,8,94.47,793.55,37.79,9.1
471-41-2823,2019-03-07,20:37:00,Naypyitaw,Food and beverages,Normal,Male,Ewallet,2,99.79,209.56,9.98,8.0
462-67-9126,2019-01-21,17:44:00,Yangon,Home and lifestyle,Normal,Male,Cash,6,73.22,461.29,21.97,7.2
272-27-9238,2019-02-19,16:23:00,Naypyitaw,Food and beverages,Normal,Female,Cash,4,41.24,173.21,8.25,7.1
834-25-9262,2019-01-06,12:12:00,Naypyitaw,Fashion accessories,Normal,Female,Cash,4,81.68,343.06,16.34,9.1
122-61-9553,2019-03-14,19:33:00,Naypyitaw,Electronic accessories,Normal,Female,Cash,9,51.32,484.97,23.09,5.6
468-88-0009,2019-03-24,10:29:00,Yangon,Home and lifestyle,Member,Male,Cash,4,65.94,276.95,13.19,6.0
613-59-9758,2019-01-27,14:28:00,Naypyitaw,Sports and travel,Normal,Female,Cash,10,14.36,150.78,7.18,5.4
254-31-0042,2019-03-06,12:46:00,Yangon,Electronic accessories,Member,Male,Credit card,9,21.5,203.18,9.68,7.8
201-86-2184,2019-02-02,19:40:00,Mandalay,Electronic accessories,Member,Female,Cash,7,26.26,193.01,9.19,9.9
261-12-8671,2019-01-25,19:39:00,Mandalay,Fashion accessories,Normal,Female,Credit card,2,60.96,128.02,6.1,4.9
730-70-9830,2019-03-14,17:54:00,Naypyitaw,Home and lifestyle,Normal,Female,Ewallet,6,70.11,441.69,21.03,5.2
382-25-8917,2019-01-29,12:25:00,Naypyitaw,Fashion accessories,Normal,Male,Cash,6,42.08,265.1,12.62,8.9
422-29-8786,2019-01-03,16:47:00,Yangon,Home and lifestyle,Normal,Female,Credit card,5,67.09,352.22,16.77,9.1
667-23-5919,2019-01-14,12:52:00,Yangon,Fashion accessories,Member,Female,Ewallet,5,96.7,507.68,24.18,7.0
843-01-4703,2019-01-05,19:50:00,Mandalay,Home and lifestyle,Member,Female,Credit card,9,35.38,334.34,15.92,9.6
743-88-1662,2019-02-22,18:17:00,Naypyitaw,Sports and travel,Normal,Male,Ewallet,7,95.49,701.85,33.42,8.7
595-86-2894,2019-02-06,17:20:00,Naypyitaw,Fashion accessories,Member,Male,Ewallet,4,96.98,407.32,19.4,9.4
182-69-8360,2019-01-30,13:32:00,Mandalay,Electronic accessories,Normal,Female,Credit card,4,23.65,99.33,4.73,4.0
289-15-7034,2019-01-11,10:37:00,Yangon,Sports and travel,Member,Male,Credit card,4,82.33,345.79,16.47,7.5
462-78-5240,2019-03-19,14:35:00,Naypyitaw,Electronic accessories,Normal,Female,Cash,2,26.61,55.88,2.66,4.2
868-52-7573,2019-01-14,12:09:00,Mandalay,Food and beverages,Normal,Female,Cash,5,99.69,523.37,24.92,9.9
153-58-4872,2019-03-01,15:32:00,Naypyitaw,Food and beverages,Member,Female,Ewallet,4,74.89,314.54,14.98,4.2
662-72-2873,2019-01-06,13:58:00,Yangon,Food and beverages,Normal,Female,Ewallet,5,40.94,214.94,10.24,9.9
525-88-7307,2019-01-31,13:19:00,Mandalay,Sports and travel,Member,Male,Cash,1,75.82,79.61,3.79,5.8
689-16-9784,2019-03-11,13:37:00,Naypyitaw,Food and beverages,Normal,Male,Cash,6,46.77,294.65,14.03,6.0
725-56-0833,2019-02-20,16:49:00,Yangon,Health and beauty,Normal,Female,Credit card,10,32.32,339.36,16.16,10.0
394-41-0748,2019-01-27,14:55:00,Naypyitaw,Fashion accessories,Member,Female,Ewallet,9,54.07,510.96,24.33,9.5
596-42-3999,2019-03-10,14:04:00,Mandalay,Food and beverages,Normal,Male,Credit card,7,18.22,133.92,6.38,6.6
541-89-9860,2019-02-15,12:31:00,Naypyitaw,Fashion accessories,Member,Female,Cash,3,80.48,253.51,12.07,8.1
173-82-9529,2019-01-26,14:51:00,Mandalay,Fashion accessories,Normal,Female,Cash,10,37.95,398.48,18.98,9.7
563-36-9814,2019-02-13,18:27:00,Yangon,Electronic accessories,Member,Male,Ewallet,1,76.82,80.66,3.84,7.2
308-47-4913,2019-03-09,12:45:00,Yangon,Sports and travel,Member,Female,Credit card,10,52.26,548.73,26.13,6.2
885-17-6250,2019-03-06,10:36:00,Yangon,Health and beauty,Normal,Female,Ewallet,1,79.74,83.73,3.99,7.3
726-27-2396,2019-01-24,20:36:00,Yangon,Health and beauty,Normal,Female,Ewallet,5,77.5,406.88,19.38,4.3
316-01-3952,2019-03-13,14:16:00,Yangon,Food and beverages,Normal,Female,Ewallet,5,54.27,284.92,13.57,4.6
760-54-1821,2019-03-15,10:26:00,Mandalay,Home and lifestyle,Normal,Male,Cash,9,13.59,128.43,6.12,5.8
793-10-3222,2019-03-05,13:30:00,Mandalay,Health and beauty,Member,Female,Credit card,6,41.06,258.68,12.32,8.3
346-12-3257,2019-03-04,16:28:00,Mandalay,Electronic accessories,Member,Male,Cash,9,19.24,181.82,8.66,8.0
110-05-6330,2019-03-25,20:18:00,Naypyitaw,Food and beverages,Normal,Female,Credit card,6,39.43,248.41,11.83,9.4
651-61-0874,2019-03-12,20:04:00,Naypyitaw,Home and lifestyle,Normal,Male,Credit card,4,46.22,194.12,9.24,6.2
236-86-3015,2019-02-04,13:38:00,Naypyitaw,Home and lifestyle,Member,Male,Ewallet,1,13.98,14.68,0.7,9.8
831-64-0259,2019-02-22,10:43:00,Mandalay,Fashion accessories,Normal,Female,Ewallet,5,39.75,208.69,9.94,9.6
587-03-7455,2019-02-16,17:30:00,Naypyitaw,Fashion accessories,Member,Female,Ewallet,7,97.79,718.76,34.23,4.9
882-40-4577,2019-01-19,15:28:00,Yangon,Sports and travel,Member,Male,Credit card,4,67.26,282.49,13.45,8.0
732-67-5346,2019-01-11,19:07:00,Yangon,Food and beverages,Normal,Male,Credit card,5,13.79,72.4,3.45,7.8
725-32-9708,2019-01-04,19:01:00,Mandalay,Fashion accessories,Member,Female,Cash,4,68.71,288.58,13.74,4.1
256-08-8343,2019-03-04,19:48:00,Yangon,Home and lifestyle,Normal,Female,Ewallet,4,56.53,237.43,11.31,5.5
372-26-1506,2019-01-28,19:24:00,Naypyitaw,Fashion accessories,Normal,Female,Ewallet,5,23.82,125.06,5.96,5.4
244-08-0162,2019-01-02,13:00:00,Mandalay,Health and beauty,Normal,Female,Cash,10,34.21,359.21,17.11,5.1
569-71-4390,2019-01-25,14:29:00,Mandalay,Sports and travel,Normal,Male,Ewallet,2,21.87,45.93,2.19,6.9
132-23-6451,2019-01-04,13:21:00,Yangon,Health and beauty,Member,Male,Cash,5,20.97,110.09,5.24,7.8
696-90-2548,2019-03-10,18:55:00,Yangon,Sports and travel,Normal,Male,Ewallet,3,25.84,81.4,3.88,6.6
472-15-9636,2019-03-22,19:36:00,Yangon,Home and lifestyle,Normal,Male,Ewallet,8,50.93,427.81,20.37,9.2
268-03-6164,2019-01-25,16:28:00,Mandalay,Health and beauty,Normal,Male,Ewallet,1,96.11,100.92,4.81,7.8
750-57-9686,2019-01-08,13:48:00,Naypyitaw,Home and lifestyle,Normal,Female,Credit card,4,45.38,190.6,9.08,8.7
186-09-3669,2019-01-22,10:57:00,Naypyitaw,Health and beauty,Member,Female,Ewallet,1,81.51,85.59,4.08,9.2
848-07-1692,2019-01-12,17:13:00,Mandalay,Health and beauty,Normal,Female,Ewallet,2,57.22,120.16,5.72,8.3
745-71-3520,2019-02-04,10:23:00,Yangon,Electronic accessories,Member,Female,Cash,7,25.22,185.37,8.83,8.2
266-76-6436,2019-03-28,13:57:00,Naypyitaw,Food and beverages,Member,Female,Ewallet,3,38.6,121.59,5.79,7.5
740-22-2500,2019-01-23,13:29:00,Naypyitaw,Electronic accessories,Normal,Female,Cash,3,84.05,264.76,12.61,9.8
271-88-8734,2019-02-08,13:00:00,Naypyitaw,Fashion accessories,Member,Female,Credit card,10,97.21,1020.71,48.61,8.7
301-81-8610,2019-03-19,19:42:00,Mandalay,Fashion accessories,Member,Male,Credit card,8,25.42,213.53,10.17,6.7
489-64-4354,2019-03-09,15:36:00,Naypyitaw,Fashion accessories,Normal,Male,Cash,1,16.28,17.09,0.81,5.0
198-84-7132,2019-01-02,13:40:00,Mandalay,Fashion accessories,Member,Male,Cash,9,40.61,383.76,18.27,7.0
269-10-8440,2019-01-21,18:01:00,Yangon,Health and beauty,Member,Male,Cash,7,53.17,390.8,18.61,8.9
650-98-6268,2019-03-20,13:53:00,Mandalay,Food and beverages,Member,Female,Credit card,3,20.87,65.74,3.13,8.0
741-73-3559,2019-02-27,17:27:00,Mandalay,Sports and travel,Normal,Male,Cash,5,67.27,353.17,16.82,6.9
325-77-6186,2019-03-08,10:53:00,Yangon,Home and lifestyle,Member,Female,Ewallet,10,90.65,951.83,45.33,7.3
286-75-7818,2019-01-31,19:48:00,Mandalay,Fashion accessories,Normal,Male,Credit card,2,69.08,145.07,6.91,6.9
574-57-9721,2019-03-08,16:53:00,Naypyitaw,Food and beverages,Normal,Male,Ewallet,2,43.27,90.87,4.33,5.7
459-50-7686,2019-01-13,19:14:00,Yangon,Electronic accessories,Normal,Female,Ewallet,6,23.46,147.8,7.04,6.4
616-87-0016,2019-03-09,14:36:00,Mandalay,Fashion accessories,Normal,Male,Credit card,7,95.54,702.22,33.44,9.6
837-55-7229,2019-02-22,18:19:00,Mandalay,Fashion accessories,Normal,Female,Credit card,1,47.44,49.81,2.37,6.8
751-69-0068,2019-03-19,19:09:00,Naypyitaw,Sports and travel,Normal,Male,Ewallet,9,99.24,937.82,44.66,9.0
257-73-1380,2019-01-20,16:51:00,Naypyitaw,Sports and travel,Member,Male,Ewallet,4,82.93,348.31,16.59,9.6
